,id,pred_label,probs
75,75,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
76,76,org:members,"[0, 0.0054582637, 0.69560844, 0.2509505, 0.00022705639, 0.012790379, 0.00033004262, 0.0007898006, 0.0018149472, 0.0012871475, 0.00058664347, 0.00018280164, 0.00043766267, 0.0006214369, 0.00024454936, 0.00015303507, 0.00062022434, 0.0006023173, 0.00097076007, 0.004907111, 0.012086058, 0.0003743527, 0.001583895, 0.0012101968, 0.00048161813, 0.00040201427, 0.0002733479, 0.0004312983, 0.0039142007, 0.00065990305]"
77,77,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78,78,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
79,79,org:place_of_headquarters,"[0, 0.00014553322, 0.0005306192, 0.00013640741, 3.3723172e-05, 0.00015031801, 3.3167933e-05, 0.99177116, 6.35904e-05, 0.00014573768, 8.954557e-05, 0.00016424274, 3.0525913e-05, 6.6577115e-05, 4.4763285e-05, 0.0001223644, 6.4371416e-05, 6.963609e-05, 0.000115654475, 0.00018592409, 0.0052966285, 9.198295e-05, 0.000108329485, 5.4418317e-05, 4.0638206e-05, 4.74645e-05, 0.000121471465, 0.00010156756, 0.000104638275, 6.9026726e-05]"
80,80,org:top_members/employees,"[0, 0.99047977, 0.0005817282, 0.00055157655, 0.003961826, 0.00038675842, 0.00014193352, 8.7699256e-05, 8.817157e-05, 0.0005330424, 7.18582e-05, 0.00010797733, 2.5822785e-05, 6.384962e-05, 0.00017939888, 7.8230194e-05, 8.3642364e-05, 7.6717086e-05, 7.005664e-05, 0.00018584073, 0.0008451706, 7.3778094e-05, 0.00026022847, 0.00016887973, 7.4284166e-05, 9.2991424e-05, 3.9375045e-05, 5.7011293e-05, 0.0005696415, 6.2737075e-05]"
81,81,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82,82,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
83,83,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84,84,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85,85,org:members,"[0, 0.001510292, 0.983206, 0.0037968736, 4.2056065e-05, 0.003834134, 9.052311e-05, 0.0009618769, 0.000111073816, 0.0005034203, 0.00016391618, 5.0927843e-05, 5.379052e-05, 0.00014479685, 8.388386e-05, 3.9392435e-05, 0.00014607508, 0.00014910169, 0.00011864228, 0.00094143185, 0.0025892428, 7.112182e-05, 0.00026837818, 0.00018188215, 9.52387e-05, 0.000100592115, 6.469395e-05, 0.00013529541, 0.00045558024, 8.99064e-05]"
86,86,per:employee_of,"[0, 0.0010884634, 0.00037570405, 0.00013740631, 0.007494807, 0.00015120633, 0.7629994, 0.00028304287, 0.0004238616, 0.00044182374, 0.000621552, 0.1998193, 0.0011971957, 0.00030188664, 0.004796667, 0.011295074, 0.00078212685, 0.00043264386, 0.00021116286, 0.00021680469, 0.00019076976, 0.00016983991, 0.00018328239, 0.0006125136, 0.00044031616, 0.000316529, 0.0022068233, 0.0019220081, 0.00036843724, 0.00051932613]"
87,87,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88,88,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
89,89,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90,90,org:member_of,"[0, 0.000666752, 0.00073228386, 0.0008486349, 9.4150884e-05, 0.0006987501, 8.152059e-05, 0.0005279596, 6.45196e-05, 6.817956e-05, 6.075871e-05, 3.813338e-05, 4.595274e-05, 5.718911e-05, 5.7919773e-05, 4.071187e-05, 6.364349e-05, 7.3611765e-05, 0.00010234964, 0.0004342877, 0.9945398, 8.3290965e-05, 9.001504e-05, 6.572791e-05, 7.617129e-05, 9.328145e-05, 3.7468926e-05, 3.3521395e-05, 0.0001925024, 3.097196e-05]"
91,91,org:place_of_headquarters,"[0, 0.00011608695, 0.00022884626, 0.00013039267, 5.2413983e-05, 0.00013289953, 2.9981476e-05, 0.9894224, 7.5816366e-05, 0.00010544064, 0.00010702267, 0.00020067822, 4.003052e-05, 7.926112e-05, 5.807368e-05, 0.00018810597, 7.795613e-05, 9.8738434e-05, 0.00015608815, 0.00011708315, 0.0077941343, 0.00011557792, 0.00018582372, 5.0013776e-05, 5.124984e-05, 4.923838e-05, 0.000117026, 8.9464455e-05, 8.363471e-05, 4.6572462e-05]"
92,92,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93,93,org:product,"[0, 0.0002726789, 0.012279273, 0.9831141, 8.404001e-05, 0.0011738118, 6.9944304e-05, 0.00015742962, 0.00033630274, 0.00023940769, 0.00013501881, 6.2270534e-05, 0.000113641734, 7.51126e-05, 4.2589403e-05, 2.8370658e-05, 0.00012191978, 0.00010505012, 7.533298e-05, 0.00013651034, 0.0002455343, 4.8354465e-05, 0.00010712204, 9.04263e-05, 0.00011430955, 0.00011430955, 7.090714e-05, 0.00015723756, 0.00032420972, 0.00010469167]"
94,94,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95,95,org:top_members/employees,"[0, 0.99942833, 1.1842291e-05, 1.7884038e-05, 2.579027e-05, 1.368374e-05, 1.5726835e-05, 9.0797985e-06, 1.1322084e-05, 1.6485605e-05, 1.0558497e-05, 2.0960942e-05, 6.5112563e-06, 9.899435e-06, 3.238776e-05, 1.6437378e-05, 1.0223658e-05, 8.202914e-06, 8.291508e-06, 2.5903859e-05, 1.5002986e-05, 9.022346e-06, 2.492518e-05, 1.4424709e-05, 1.3723888e-05, 8.676705e-06, 6.5944464e-06, 1.13941815e-05, 0.00018697114, 9.836797e-06]"
96,96,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97,97,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98,98,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,99,per:title,"[0, 0.0030186216, 0.00019081894, 0.00073542324, 0.90720344, 0.00084440294, 0.0039737197, 0.00018243669, 0.005300433, 0.00022571969, 0.002311634, 0.000601996, 0.024461133, 0.0043303147, 0.027395168, 0.0042673443, 0.003303995, 0.0014724613, 0.00022815749, 0.0003802307, 0.00020896054, 0.0049453746, 0.0005775222, 0.00045153516, 0.0006534605, 0.00042005582, 0.00051416084, 0.00039345154, 0.000705525, 0.0007024314]"
100,100,org:members,"[0, 0.005405928, 0.97536206, 0.0030383796, 0.00024196816, 0.0035314725, 0.00038020496, 0.00040596307, 0.00017737377, 0.0023639826, 0.0002756625, 0.0001090636, 5.0570914e-05, 0.00025259188, 0.00023054966, 0.0001266396, 0.0002703307, 0.00014547686, 0.00026010146, 0.0027315768, 0.0023639826, 0.000119899974, 0.0004881928, 0.00038666403, 0.00012713525, 0.00014604625, 0.000118618875, 0.00020808098, 0.00048913236, 0.0001923495]"
101,101,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102,102,org:place_of_headquarters,"[0, 0.0008305488, 0.016399348, 0.0017167031, 7.4257296e-05, 0.0015876909, 8.681556e-05, 0.9438582, 0.00021539582, 0.0003983558, 0.00024455262, 0.00026403737, 0.00010041321, 0.00015221736, 0.00013186185, 8.9048095e-05, 0.00020765046, 0.00010554089, 0.00018759657, 0.00039689962, 0.031181337, 0.00014971115, 0.0002823731, 0.00020284025, 0.00015431271, 0.00020887076, 0.00013393836, 0.00017996994, 0.00035210603, 0.0001074125]"
103,103,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
104,104,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105,105,per:colleagues,"[0, 0.0019131278, 0.00054731796, 0.0006186802, 0.04687432, 0.000302553, 0.01684464, 0.00029728116, 0.0030916964, 0.0005871864, 0.0004949437, 0.0005803455, 0.0029834353, 0.0020236277, 0.8522335, 0.0015356471, 0.009767989, 0.04883687, 0.0007528587, 0.0004954273, 0.00059935276, 0.0020605198, 0.0006911994, 0.0005975993, 0.0010815844, 0.000770336, 0.00025980017, 0.0006081969, 0.0012255957, 0.0013243763]"
106,106,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,107,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
108,108,per:title,"[0, 0.0012481626, 3.7034493e-05, 8.2728206e-05, 0.9926553, 0.0001075035, 0.0013456373, 2.510778e-05, 0.0001366791, 7.361592e-05, 5.76409e-05, 0.00024398425, 7.3831914e-05, 3.152298e-05, 0.0015670761, 0.0009701733, 0.00010067018, 0.00016800789, 4.7229267e-05, 7.77539e-05, 8.46487e-05, 0.00022117606, 6.7257555e-05, 5.414862e-05, 5.6305653e-05, 6.615019e-05, 7.470222e-05, 8.073293e-05, 0.00018749213, 5.7866506e-05]"
109,109,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
110,110,org:top_members/employees,"[0, 0.9669735, 0.0018685217, 0.0021028882, 0.00041865752, 0.001433345, 9.816147e-05, 0.00038128512, 0.00020619067, 0.0034033388, 0.0005499121, 0.00015670847, 9.28467e-05, 0.0004405741, 0.00024713966, 0.00015055797, 0.00022957349, 0.00021025744, 0.00083995, 0.00063128583, 0.0004664765, 0.00017879202, 0.00441717, 0.0013262749, 0.0002330749, 0.0002674828, 0.000113536196, 0.00019013733, 0.0121486485, 0.0002237086]"
111,111,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,112,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113,113,per:title,"[0, 0.00012136071, 2.4752426e-05, 3.10465e-05, 0.9969332, 4.320915e-05, 0.0007347634, 1.8647654e-05, 7.591315e-05, 2.1631655e-05, 2.6842275e-05, 0.00010405905, 5.924765e-05, 2.2758508e-05, 0.0009162155, 0.00026198797, 7.245895e-05, 6.86614e-05, 2.634882e-05, 3.1969514e-05, 3.7872163e-05, 0.000107572145, 2.9222503e-05, 2.2036771e-05, 3.184488e-05, 3.6868627e-05, 3.0356936e-05, 3.6173184e-05, 3.5664572e-05, 3.730322e-05]"
114,114,per:title,"[0, 0.00015854397, 1.3725489e-05, 4.2629876e-05, 0.9971077, 3.3135406e-05, 0.0004501087, 1.5751726e-05, 0.00013574235, 1.6702255e-05, 1.928058e-05, 7.278192e-05, 9.8706914e-05, 1.6604678e-05, 0.00096599717, 0.00024329012, 5.1647923e-05, 0.000118223266, 1.9680065e-05, 2.3008326e-05, 3.3135406e-05, 8.477964e-05, 3.0303005e-05, 1.9469791e-05, 3.045133e-05, 5.9598977e-05, 2.9920728e-05, 3.1664375e-05, 4.194848e-05, 3.5393216e-05]"
115,115,per:title,"[0, 0.00014460854, 3.6031084e-05, 3.8486203e-05, 0.9954443, 4.218635e-05, 0.002106412, 1.6887429e-05, 0.000132506, 2.1939488e-05, 2.6619595e-05, 0.00013574769, 8.488136e-05, 2.1347707e-05, 0.0006798566, 0.0004436891, 4.8603633e-05, 6.525979e-05, 2.7761209e-05, 3.1396194e-05, 3.3765533e-05, 0.00010079911, 3.2870812e-05, 2.9178858e-05, 3.4922527e-05, 3.992174e-05, 4.7131267e-05, 4.369585e-05, 4.2145177e-05, 4.6970446e-05]"
116,116,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117,117,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118,118,per:employee_of,"[0, 0.0005486839, 0.00026429177, 0.0016308847, 0.091645814, 0.0004033906, 0.48585004, 0.00029570382, 0.33002922, 0.000530765, 0.0005054713, 0.0015969995, 0.024378765, 0.00070314936, 0.020448944, 0.02773288, 0.0013693251, 0.0012788465, 0.00060793106, 0.00050350063, 0.00039908048, 0.0012860477, 0.0006296837, 0.00068954926, 0.0009984013, 0.0006579724, 0.000704524, 0.00082046085, 0.000687532, 0.002802137]"
119,119,per:title,"[0, 0.00010375678, 1.24419985e-05, 2.6442804e-05, 0.9965887, 3.0080897e-05, 0.00075930683, 1.5590533e-05, 0.00021903726, 1.8085333e-05, 2.5305928e-05, 9.206378e-05, 0.00013794286, 2.0274401e-05, 0.0007988612, 0.00046962625, 4.3724725e-05, 0.00010148944, 2.5281228e-05, 2.7874668e-05, 2.2332406e-05, 0.0001263982, 3.4036224e-05, 2.7793125e-05, 3.992862e-05, 4.656746e-05, 3.8025813e-05, 3.9175455e-05, 5.5842913e-05, 5.403239e-05]"
120,120,org:members,"[0, 0.003903508, 0.7972845, 0.15699461, 0.00014828307, 0.0016698845, 0.0005582498, 0.015882151, 0.0017053164, 0.0052630133, 0.00084832497, 0.000958934, 0.0002113711, 0.0005864709, 0.0002113711, 0.00026177426, 0.0006694438, 0.00040902305, 0.00055797736, 0.001603366, 0.0022003874, 0.0003027751, 0.0010851565, 0.0008616841, 0.0005321658, 0.00069509255, 0.00027034772, 0.00097260927, 0.0028447337, 0.0005075483]"
121,121,per:religion,"[0, 0.0023714846, 0.00035145858, 0.00035214567, 0.03157556, 0.0006534128, 0.16287914, 0.00051286956, 0.00984394, 0.001286838, 0.0020583705, 0.0075697554, 0.012983918, 0.009099713, 0.05318986, 0.18348795, 0.0028341408, 0.005379568, 0.0008647863, 0.002474397, 0.00028406444, 0.004067408, 0.00089049665, 0.0011049989, 0.0022595741, 0.0010249553, 0.009306413, 0.0043299976, 0.0025912467, 0.48437148]"
122,122,per:spouse,"[0, 6.253652e-05, 3.505412e-05, 5.4785545e-05, 4.5585442e-05, 2.3649418e-05, 9.061185e-05, 3.5415414e-05, 7.510267e-05, 3.576296e-05, 0.00013789909, 6.539387e-05, 0.00012068952, 0.00025952325, 0.0017961785, 2.5471425e-05, 0.00021379095, 0.99627244, 7.002048e-05, 2.3672526e-05, 2.6024585e-05, 7.049217e-05, 6.0760627e-05, 5.1730804e-05, 4.431256e-05, 5.486586e-05, 3.1730673e-05, 8.41418e-05, 7.020878e-05, 6.2186344e-05]"
123,123,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,124,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
125,125,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126,126,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
127,127,per:title,"[0, 0.0017460893, 3.6523154e-05, 6.2462575e-05, 0.99533737, 8.0635466e-05, 0.00061533396, 2.1470854e-05, 7.6325494e-05, 3.8388236e-05, 2.4544443e-05, 0.000109792636, 5.070738e-05, 2.5373076e-05, 0.0006614476, 0.00023309872, 5.7374877e-05, 7.005731e-05, 3.4410994e-05, 4.8693426e-05, 0.00010941967, 0.00012326248, 4.7635174e-05, 3.4410994e-05, 4.444424e-05, 6.980122e-05, 3.4884688e-05, 4.169039e-05, 0.00011889542, 4.5498207e-05]"
128,128,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129,129,per:title,"[0, 9.529116e-05, 1.4181067e-05, 4.0201325e-05, 0.9975331, 3.1400687e-05, 0.00040089703, 1.4702839e-05, 0.00013284892, 1.4818154e-05, 1.8280118e-05, 6.4014515e-05, 9.197682e-05, 1.49928255e-05, 0.0007323391, 0.0002282013, 4.6361904e-05, 0.0001244957, 1.7717699e-05, 2.1623546e-05, 3.0583557e-05, 8.0253e-05, 2.7751626e-05, 1.730727e-05, 2.8312801e-05, 4.938815e-05, 2.9904279e-05, 3.1462074e-05, 3.5012894e-05, 3.254013e-05]"
130,130,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,131,org:place_of_headquarters,"[0, 0.0001424203, 0.00052686746, 0.00014492821, 4.1835527e-05, 0.00020718237, 3.0907893e-05, 0.97900575, 6.565604e-05, 0.00011865575, 8.16305e-05, 0.00014058076, 3.6847687e-05, 6.575228e-05, 5.4404194e-05, 0.00011363749, 8.16305e-05, 6.5368135e-05, 9.487816e-05, 0.000120171724, 0.01821349, 9.769892e-05, 0.00012633922, 4.6762147e-05, 4.7777674e-05, 5.232e-05, 8.2230574e-05, 7.249739e-05, 8.6345375e-05, 3.5297922e-05]"
132,132,org:top_members/employees,"[0, 0.99583286, 0.00036797475, 0.00064455566, 0.00011895948, 0.00030865776, 2.106605e-05, 7.762286e-05, 6.523746e-05, 0.000528646, 5.7910183e-05, 3.7334892e-05, 1.4450219e-05, 3.4902052e-05, 3.0531428e-05, 3.159302e-05, 5.2573574e-05, 3.6648544e-05, 7.182448e-05, 0.00016962671, 0.00041332134, 3.859534e-05, 0.00022101901, 7.715053e-05, 3.647003e-05, 4.84094e-05, 2.4460922e-05, 4.2017764e-05, 0.0005610945, 3.4360943e-05]"
133,133,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,134,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
135,135,per:title,"[0, 0.0011955511, 3.371704e-05, 6.5821645e-05, 0.9935294, 4.1029543e-05, 0.002053659, 2.0192432e-05, 0.0001414524, 4.8132628e-05, 3.0940497e-05, 0.00015522237, 7.8720506e-05, 3.303262e-05, 0.0010067552, 0.00054151483, 9.763496e-05, 6.744838e-05, 3.635016e-05, 4.9976752e-05, 5.8314738e-05, 0.00014066034, 4.5995803e-05, 3.6814577e-05, 6.0312916e-05, 7.200909e-05, 5.2837542e-05, 5.5698674e-05, 0.00019022885, 6.0578543e-05]"
136,136,org:top_members/employees,"[0, 0.9963644, 0.00036637785, 0.00044977316, 8.4923515e-05, 0.0002632486, 1.9858378e-05, 8.0325495e-05, 5.4563672e-05, 0.00051566743, 5.093349e-05, 3.5366833e-05, 1.3397544e-05, 3.325653e-05, 2.5498664e-05, 2.8501428e-05, 4.2743948e-05, 3.4954803e-05, 7.057617e-05, 0.00014766907, 0.00030522465, 3.2076332e-05, 0.00025840913, 7.749384e-05, 3.1764608e-05, 4.6443452e-05, 2.4024059e-05, 4.179458e-05, 0.0004699793, 3.0877643e-05]"
137,137,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,138,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
139,139,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,140,per:employee_of,"[0, 8.053405e-05, 8.423428e-05, 3.5999477e-05, 0.00067397417, 2.6132815e-05, 0.9955428, 1.672497e-05, 0.0004906883, 7.074214e-05, 3.5268724e-05, 0.00018973222, 0.00011762151, 4.1394695e-05, 0.00014391841, 0.0012003162, 6.2628176e-05, 4.488966e-05, 4.79484e-05, 5.7611323e-05, 3.375239e-05, 7.270318e-05, 5.4865846e-05, 0.00022930816, 9.9811135e-05, 7.951811e-05, 7.311258e-05, 7.2049406e-05, 0.00011628266, 0.00020545018]"
141,141,per:place_of_death,"[0, 0.000533336, 0.0015357418, 0.00085185247, 0.0008763221, 0.00021433293, 0.0021332079, 0.0022619348, 0.0008586384, 0.0008736519, 0.0007067279, 0.00960717, 0.0013486859, 0.0008621043, 0.0013931975, 0.001019565, 0.00074900925, 0.0013529732, 0.00025107048, 0.00046314418, 9.12876e-05, 0.00052149035, 0.00053281547, 0.0010341207, 0.0115207555, 0.00018119282, 0.0019281338, 0.95352525, 0.0010710577, 0.0017011567]"
142,142,org:alternate_names,"[0, 0.0062845945, 0.018927962, 0.0124132605, 0.0003429736, 0.7088807, 0.00039168814, 0.003332024, 0.00067677646, 0.00055942603, 0.00076240784, 0.00022252428, 0.0008943968, 0.0006302092, 0.00042104154, 0.00031106357, 0.0006084384, 0.00041128817, 0.00522795, 0.005783989, 0.20151721, 0.0014401, 0.0006180199, 0.0011785362, 0.00075132115, 0.001366125, 0.00078545784, 0.00034735553, 0.024303988, 0.0006090328]"
143,143,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,144,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,145,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,146,per:title,"[0, 0.0021161095, 0.000119732984, 0.00018535556, 0.9903087, 9.448562e-05, 0.00035510815, 4.1016527e-05, 0.0002451743, 5.81257e-05, 0.00010659677, 8.473774e-05, 0.000105663996, 0.00020302727, 0.0031030693, 0.00017302364, 0.00020179186, 0.00087099755, 6.1573104e-05, 6.0323233e-05, 0.00010221323, 0.0004814805, 0.00013896055, 8.565291e-05, 0.00012173735, 0.0001027637, 5.7786117e-05, 8.366876e-05, 0.00024614332, 8.498636e-05]"
147,147,org:top_members/employees,"[0, 0.9934105, 0.00063116744, 0.0005081488, 0.002540584, 0.00022943235, 7.9038444e-05, 7.593634e-05, 6.273863e-05, 0.00031814666, 7.084961e-05, 6.810214e-05, 1.636635e-05, 3.4310855e-05, 0.00014182448, 4.5721616e-05, 7.140529e-05, 6.786976e-05, 4.9775957e-05, 0.00018305345, 0.00062320515, 5.2882846e-05, 0.00016418072, 4.9970775e-05, 5.0856932e-05, 7.446759e-05, 2.6358477e-05, 4.501277e-05, 0.00026961236, 3.857673e-05]"
148,148,per:title,"[0, 8.33542e-05, 1.1572975e-05, 5.860049e-05, 0.9964497, 2.903769e-05, 0.0005116983, 1.7271595e-05, 0.00071181165, 1.8313842e-05, 2.542625e-05, 7.180758e-05, 0.00015937044, 2.0550628e-05, 0.0007711566, 0.00031648204, 5.804517e-05, 0.00011823182, 2.2112292e-05, 2.8309683e-05, 2.5650706e-05, 0.00012091747, 4.106985e-05, 2.0976428e-05, 4.7875055e-05, 6.046067e-05, 3.6958863e-05, 4.2747608e-05, 5.8686393e-05, 6.172845e-05]"
149,149,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,150,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151,151,per:title,"[0, 0.00042452014, 2.4350707e-05, 4.0959367e-05, 0.99619824, 4.2987973e-05, 0.0007770087, 1.615783e-05, 8.317563e-05, 2.615002e-05, 2.3077311e-05, 0.00010616273, 0.00010549097, 2.1552474e-05, 0.0011371848, 0.00028168887, 6.6143635e-05, 6.809347e-05, 2.4184816e-05, 3.3577293e-05, 4.2012667e-05, 0.00011991692, 3.4373552e-05, 2.2476781e-05, 4.37503e-05, 5.290193e-05, 4.0010542e-05, 3.8798487e-05, 6.262353e-05, 4.2280193e-05]"
